"recorte","unidade","termo","frequencia","grau","forca","intermediacao","comunidade"
"lei_46","article","incentivo",2,9,7.237,0,1
"lei_46","article","meio",2,2,1.155,0,1
"lei_46","article","novos",2,2,1.155,0,1
"lei_46","article","processo",2,1,0.816,0,2
"lei_46","article","servicos",2,3,1.787,0,1
"lei_46","article","setores",2,9,7.237,0,1
"lei_47","article","sandbox",16,9,5.816,13,4
"lei_47","article","alegre",15,12,7.255,0,4
"lei_47","article","porto",15,12,7.255,0,4
"lei_47","article","programa",14,12,7.407,34,4
"lei_47","article","ambiente",7,8,4.476,60,5
"lei_47","article","interesse",6,5,2.349,37,5
"lei_47","article","acompanhamento",5,2,1.222,1,2
"lei_47","article","experimental",5,1,0.507,0,4
"lei_47","article","inovacao",5,10,5.204,40,4
"lei_47","article","alise",4,1,0.577,0,3
"lei_47","article","ambito",4,9,4.97,11,4
"lei_47","article","ciclo",4,1,0.577,0,1
"lei_47","article","processos",4,8,4.838,1,4
"lei_47","article","servicos",4,9,5.915,6,4
"lei_47","article","ambientes",3,1,0.471,0,5
"lei_47","article","apresentar",3,1,0.471,0,5
"lei_47","article","desenvolvimento",3,9,5.228,4,4
"lei_47","article","economica",3,4,1.935,0,4
"lei_47","article","negocios",3,8,4.711,0,4
"lei_47","article","normas",3,4,2.309,25,5
"lei_47","article","produtos",3,8,4.939,8,4
"lei_47","article","projeto",3,2,1.291,5,2
"lei_47","article","proposta",3,2,1.138,0,5
"lei_47","article","propostas",3,1,0.577,0,3
"lei_47","article","resultados",3,1,0.577,0,1
"lei_48","article","inovacao",53,19,9.662,140,5
"lei_48","article","desenvolvimento",34,13,7.266,53,2
"lei_48","article","tecnologia",30,9,5.123,12,2
"lei_48","article","sustentabilidade",29,6,3.633,24,2
"lei_48","article","projeto",27,6,3.011,8,4
"lei_48","article","florian",25,10,5.334,47,1
"lei_48","article","opolis",25,10,5.334,47,1
"lei_48","article","fundo",24,4,2.171,19,4
"lei_48","article","recursos",24,4,2.131,0,4
"lei_48","article","economico",21,5,3.305,0,2
"lei_48","article","plano",17,1,0.585,0,2
"lei_48","article","conselho",16,5,2.507,1,5
"lei_48","article","instituicao",16,8,3.726,21,5
"lei_48","article","incentivo",15,2,1.434,0,3
"lei_48","article","servicos",15,2,0.917,0,5
"lei_48","article","programa",14,2,1.379,0,3
"lei_48","article","sistema",14,4,1.975,0,5
"lei_48","article","atividades",13,4,1.739,0,1
"lei_48","article","empresas",13,8,3.881,15,5
"lei_48","article","financiamento",13,2,1.121,0,4
"lei_48","article","secretaria",13,5,2.984,0,2
"lei_48","article","interesse",11,2,0.965,0,1
"lei_48","article","outros",11,2,0.992,0,5
"lei_48","article","prefeitura",11,2,1.265,0,1
"lei_48","article","visando",11,1,0.569,0,2
"lei_48","article","arranjos",10,4,2.113,2,5
"lei_49","article","inovacao",48,11,6.459,109,2
"lei_49","article","tecnologia",42,11,6.464,32,2
"lei_49","article","desenvolvimento",29,12,6.903,55,2
"lei_49","article","aracaju",28,8,4.475,1,2
"lei_49","article","financiamento",25,4,2.222,79,1
"lei_49","article","empresas",23,9,5.066,30,2
"lei_49","article","projeto",20,1,0.562,0,1
"lei_49","article","cmcti",19,2,1.058,0,2
"lei_49","article","ciencia",18,9,5.773,16,2
"lei_49","article","fmcti",18,3,1.772,24,1
"lei_49","article","meio",18,5,2.566,0,2
"lei_49","article","servicos",18,9,4.745,21,2
"lei_49","article","instituicao",17,7,3.894,3,2
"lei_49","article","tecnologica",17,11,6.341,26,2
"lei_49","article","plano",15,1,0.467,0,2
"lei_49","article","atividades",14,2,1.004,5,1
"lei_49","article","criativa",14,6,3.327,14,2
"lei_49","article","empreendedorismo",14,8,4.388,0,2
"lei_49","article","recursos",14,3,1.785,6,1
"lei_49","article","serem",13,1,0.472,0,2
"lei_49","article","ensino",12,7,4.134,24,2
"lei_49","article","entidades",12,2,1.143,0,2
"lei_49","article","fundo",12,1,0.612,0,1
"lei_49","article","incentivos",12,1,0.482,0,2
"lei_49","article","base",11,3,1.799,0,2
"lei_49","article","chisci",11,3,1.502,24,2
"lei_50","article","ambientes",6,9,8.029,0,2
"lei_50","article","inovacao",6,10,8.609,11,2
"lei_50","article","paulo",6,3,2.72,1,2
"lei_50","article","programa",6,8,7.213,0,2
"lei_50","article","sampa",6,8,7.213,0,2
"lei_50","article","sandbox",6,8,7.213,0,2
"lei_50","article","tecnologia",6,9,7.792,11,2
"lei_50","article","comite",5,1,1,0,1
"lei_50","article","experimentais",5,12,10.844,52,2
"lei_50","article","gestor",5,1,1,0,1
"lei_50","article","bancos",4,13,11.391,27,4
"lei_50","article","ciencia",4,13,11.391,27,4
"lei_50","article","instituicao",4,7,6.02,18,4
"lei_50","article","projeto",4,2,1.76,16,3
"lei_50","article","tecnologica",4,7,6.493,9,4
"lei_50","article","testes",4,7,6.493,9,4
"lei_50","article","ambito",3,7,6.33,0,4
"lei_50","article","empreendedorismo",3,7,6.33,0,4
"lei_50","article","modelo",3,7,6.33,0,4
"lei_50","article","urbana",3,1,0.866,0,3
"lei_51","article","desenvolvimento",31,6,3.516,4,2
"lei_51","article","inovacao",26,5,2.972,0,2
"lei_51","article","projeto",26,18,10.378,104,2
"lei_51","article","tecnologia",23,1,0.528,0,1
"lei_51","article","concedente",20,10,5.923,12,2
"lei_51","article","objeto",19,12,6.897,26,2
"lei_51","article","execucao",18,11,6.734,8,2
"lei_51","article","recursos",15,8,4.541,17,2
"lei_51","article","entidade",14,7,3.699,22,2
"lei_51","article","financiamento",14,5,2.918,23,2
"lei_51","article","hipotese",14,5,2.654,2,2
"lei_51","article","entidades",13,1,0.54,0,2
"lei_51","article","instituicao",12,1,0.51,0,2
"lei_51","article","meio",12,2,1.106,0,2
"lei_51","article","resultados",12,3,1.696,0,2
"lei_51","article","cumprimento",11,9,5.593,6,2
"lei_51","article","desde",11,3,1.684,0,2
"lei_51","article","trabalho",11,8,5.391,4,2
"lei_51","article","convenio",10,3,1.641,0,2
"lei_51","article","despesas",10,3,1.595,0,2
"lei_51","article","eletr",10,2,1.133,0,2
"lei_51","article","encomenda",10,1,0.528,0,1
"lei_51","article","metas",10,8,4.698,5,2
"lei_51","article","plano",10,7,4.974,0,2
"lei_51","article","processo",10,1,0.507,0,2
"lei_52","article","desenvolvimento",13,7,4.947,8,2
"lei_52","article","economico",13,7,4.947,8,2
"lei_52","article","financiamento",7,11,7.335,21,2
"lei_52","article","inovacao",7,8,5.356,18,2
"lei_52","article","membros",7,4,2.843,5,1
"lei_52","article","conselho",6,1,0.612,0,3
"lei_52","article","palmas",6,4,2.587,0,2
"lei_52","article","programas",6,12,8.323,34,2
"lei_52","article","projeto",6,10,6.727,20,2
"lei_52","article","reuni",5,2,1.347,0,1
"lei_52","article","areas",4,8,5.171,1,2
"lei_52","article","caso",4,1,0.612,0,3
"lei_52","article","dois",4,3,2.083,2,1
"lei_52","article","empresas",4,7,4.457,1,2
"lei_52","article","execucao",4,9,5.647,5,2
"lei_52","article","fundo",4,2,1.427,0,2
"lei_52","article","incentivos",4,8,5.024,9,2
"lei_52","article","presidente",4,4,2.754,3,1
"lei_52","article","recursos",4,5,2.992,0,2
"lei_52","article","sociedade",4,1,0.655,0,1
"lei_52","article","administrativa",3,2,1.284,0,2
"lei_52","article","bens",3,6,3.683,0,2
"lei_52","article","cento",3,8,5.256,0,2
"lei_52","article","cess",3,8,4.956,0,2
"lei_52","article","chefe",3,2,1.155,0,1
