"recorte","unidade","termo_a","termo_b","coocorrencias","associacao_ochiai"
"lei_39","article","estmulo","municpio",1,0.5
"lei_39","article","investidores","municpio",1,0.5
"lei_39","article","cmara","original",1,0.5
"lei_39","article","desenvolvimento","original",1,0.5
"lei_39","article","estmulo","original",1,0.5
"lei_39","article","cmara","promoo",1,0.5
"lei_39","article","municpio","promoo",1,0.5
"lei_39","article","original","promoo",1,0.5
"lei_39","article","desenvolvimento","sistema",1,0.5
"lei_39","article","estmulo","sistema",1,0.5
"lei_39","article","investidores","sistema",1,0.5
"lei_39","article","original","sistema",1,0.5
"lei_39","article","promoo","sistema",1,0.5
"lei_39","article","startups","cmara",1,0.408
"lei_39","article","startups","desenvolvimento",1,0.408
"lei_39","article","startups","estmulo",1,0.408
"lei_39","article","startups","investidores",1,0.408
"lei_39","article","startups","promoo",1,0.408
"lei_39","article","incentivo","abertura",1,0.354
"lei_39","article","incentivo","cmara",1,0.354
"lei_39","article","incentivo","empresas",1,0.354
"lei_39","article","incentivo","original",1,0.354
"lei_40","article","desenvolvimento","inovacao",31,0.829
"lei_40","article","propriedade","intelectual",9,0.783
"lei_40","article","projeto","execucao",11,0.748
"lei_40","article","tecnologia","tecnologica",17,0.697
"lei_40","article","tecnologia","entidades",23,0.677
"lei_40","article","entidades","financiamento",16,0.656
"lei_40","article","financiamento","hipotese",11,0.648
"lei_40","article","desenvolvimento","tecnologia",24,0.641
"lei_40","article","desenvolvimento","entidades",23,0.633
"lei_40","article","transferencia","recursos",12,0.632
"lei_40","article","fomento","termo",9,0.621
"lei_40","article","desenvolvimento","fomento",15,0.612
"lei_40","article","recursos","execucao",9,0.612
"lei_40","article","inovacao","fomento",14,0.611
"lei_40","article","inovacao","recursos",15,0.598
"lei_40","article","desenvolvimento","recursos",16,0.596
"lei_40","article","entidades","meio",14,0.591
"lei_40","article","tecnologica","contrato",8,0.585
"lei_40","article","meio","entidade",8,0.585
"lei_40","article","transferencia","propriedade",9,0.581
"lei_40","article","desenvolvimento","parceria",13,0.57
"lei_40","article","termo","entidade",7,0.564
"lei_40","article","inovacao","parceria",12,0.563
"lei_40","article","inovacao","privadas",12,0.563
"lei_40","article","tecnologia","tecnologico",11,0.561
"lei_40","article","tecnologica","processo",8,0.56
"lei_40","article","financiamento","recursos",10,0.556
"lei_40","article","inovacao","atividades",13,0.549
"lei_40","article","desenvolvimento","termo",13,0.549
"lei_40","article","entidades","tecnologica",13,0.549
"lei_40","article","meio","hipotese",9,0.546
"lei_40","article","inovacao","tecnologia",19,0.543
"lei_40","article","inovacao","termo",12,0.542
"lei_40","article","hipotese","termo",8,0.535
"lei_40","article","projeto","hipotese",9,0.53
"lei_40","article","desenvolvimento","transferencia",15,0.53
"lei_40","article","tecnologia","transferencia",14,0.529
"lei_40","article","atividades","empresas",7,0.528
"lei_40","article","atividades","servicos",7,0.528
"lei_40","article","financiamento","privadas",8,0.523
"lei_40","article","processo","contrato",6,0.522
"lei_40","article","desenvolvimento","financiamento",14,0.522
"lei_40","article","inovacao","financiamento",13,0.518
"lei_40","article","hipotese","fomento",8,0.516
"lei_40","article","financiamento","meio",9,0.514
"lei_40","article","tecnologica","tecnologico",7,0.512
"lei_40","article","tecnologia","contrato",10,0.51
"lei_40","article","entidades","transferencia",13,0.506
"lei_40","article","financiamento","termo",8,0.504
"lei_40","article","projeto","termo",8,0.504
"lei_40","article","desenvolvimento","execucao",11,0.502
"lei_40","article","financiamento","projeto",9,0.5
"lei_40","article","projeto","recursos",9,0.5
"lei_40","article","desenvolvimento","meio",13,0.499
"lei_40","article","desenvolvimento","tecnologica",13,0.499
"lei_40","article","entidades","projeto",12,0.492
"lei_40","article","inovacao","execucao",10,0.488
"lei_40","article","desenvolvimento","projeto",13,0.484
"lei_40","article","entidades","privadas",10,0.483
"lei_40","article","entidades","hipotese",11,0.479
"lei_40","article","inovacao","projeto",12,0.478
"lei_40","article","desenvolvimento","atividades",12,0.474
"lei_40","article","desenvolvimento","hipotese",12,0.474
"lei_40","article","transferencia","financiamento",9,0.474
"lei_40","article","entidades","contrato",9,0.472
"lei_40","article","entidades","empresas",9,0.472
"lei_40","article","entidades","tecnologico",9,0.472
"lei_40","article","transferencia","intelectual",7,0.472
"lei_40","article","inovacao","entidades",16,0.471
"lei_40","article","fomento","intelectual",6,0.467
"lei_41","article","conselho","tecnico",11,1
"lei_41","article","comite","operacional",4,1
"lei_41","article","comite","pode",4,1
"lei_41","article","operacional","pode",4,1
"lei_41","article","ciencia","tecnologica",4,1
"lei_41","article","inovacao","conselho",10,0.87
"lei_41","article","inovacao","tecnico",10,0.87
"lei_41","article","participante","atividade",3,0.866
"lei_41","article","ambientes","experimentais",6,0.857
"lei_41","article","tecnologia","ciencia",4,0.816
"lei_41","article","tecnologia","tecnologica",4,0.816
"lei_41","article","testes","inovador",5,0.791
"lei_41","article","inovador","caso",3,0.775
"lei_41","article","experimentais","tecnologia",5,0.772
"lei_41","article","ambientes","ciencia",4,0.756
"lei_41","article","experimentais","ciencia",4,0.756
"lei_41","article","ambientes","competente",4,0.756
"lei_41","article","ambientes","tecnologica",4,0.756
"lei_41","article","experimentais","tecnologica",4,0.756
"lei_41","article","teresina","ciencia",3,0.75
"lei_41","article","teresina","outros",3,0.75
"lei_41","article","iodo","participante",3,0.75
"lei_41","article","teresina","tecnologica",3,0.75
"lei_41","article","testes","tecnologia",5,0.722
"lei_41","article","testes","iodo",4,0.707
"lei_41","article","testes","participante",4,0.707
"lei_41","article","conselho","desenvolvimento",6,0.684
"lei_41","article","tecnico","desenvolvimento",6,0.684
"lei_41","article","desenvolvimento","entidades",4,0.676
"lei_41","article","ambientes","inovador",4,0.676
"lei_41","article","conselho","entidades",5,0.674
"lei_41","article","tecnico","entidades",5,0.674
"lei_41","article","inovador","ciencia",3,0.671
"lei_41","article","inovador","competente",3,0.671
"lei_41","article","inovador","iodo",3,0.671
"lei_41","article","entidades","resultados",3,0.671
"lei_41","article","inovador","tecnologica",3,0.671
"lei_41","article","testes","desenvolvimento",5,0.668
"lei_41","article","atividade","caso",2,0.667
"lei_41","article","inovacao","ambientes",6,0.655
"lei_41","article","inovacao","experimentais",6,0.655
"lei_41","article","desenvolvimento","atividade",3,0.655
"lei_41","article","experimentais","bancos",3,0.655
"lei_41","article","desenvolvimento","caso",3,0.655
"lei_41","article","inovacao","entidades",5,0.645
"lei_41","article","ambientes","tecnologia",4,0.617
"lei_41","article","desenvolvimento","tecnologia",4,0.617
"lei_41","article","tecnologia","teresina",3,0.612
"lei_41","article","tecnologia","estabelecidos",3,0.612
"lei_41","article","testes","atividade",3,0.612
"lei_41","article","testes","caso",3,0.612
"lei_41","article","conselho","competente",4,0.603
"lei_41","article","tecnico","competente",4,0.603
"lei_41","article","conselho","estabelecidos",4,0.603
"lei_41","article","tecnico","estabelecidos",4,0.603
"lei_41","article","inovacao","tecnologia",5,0.589
"lei_41","article","inovacao","teresina",4,0.577
"lei_41","article","inovacao","ciencia",4,0.577
"lei_41","article","inovacao","competente",4,0.577
"lei_41","article","inovacao","estabelecidos",4,0.577
"lei_41","article","inovacao","norma",4,0.577
"lei_41","article","inovacao","tecnologica",4,0.577
"lei_41","article","comite","atividade",2,0.577
"lei_41","article","iodo","atividade",2,0.577
"lei_41","article","operacional","atividade",2,0.577
"lei_41","article","pode","atividade",2,0.577
"lei_41","article","teresina","caso",2,0.577
"lei_41","article","ciencia","caso",2,0.577
"lei_41","article","comite","caso",2,0.577
"lei_41","article","competente","caso",2,0.577
"lei_42","article","direta","indireta",12,1
"lei_42","article","ecossistema","empreendedorismo",6,1
"lei_42","article","inovacao","tecnologia",15,0.882
"lei_42","article","atividades","apoio",6,0.866
"lei_42","article","financiamento","meio",6,0.857
"lei_42","article","inovacao","empresas",14,0.849
"lei_42","article","inovacao","desenvolvimento",13,0.843
"lei_42","article","empresas","direta",11,0.794
"lei_42","article","empresas","indireta",11,0.794
"lei_42","article","tecnologia","empresas",13,0.788
"lei_42","article","tecnologica","atividades",7,0.783
"lei_42","article","tecnologicos","ambientes",5,0.772
"lei_42","article","curitiba","ecossistema",5,0.772
"lei_42","article","curitiba","empreendedorismo",5,0.772
"lei_42","article","processos","produtos",5,0.772
"lei_42","article","inovacao","tecnologica",10,0.767
"lei_42","article","tecnologia","tecnologica",10,0.767
"lei_42","article","desenvolvimento","atividades",8,0.756
"lei_42","article","atividades","transferencia",6,0.75
"lei_42","article","recursos","transferencia",6,0.75
"lei_42","article","empresas","desenvolvimento",11,0.735
"lei_42","article","transferencia","apoio",5,0.722
"lei_42","article","tecnologica","tecnologicos",6,0.717
"lei_42","article","direta","transferencia",7,0.714
"lei_42","article","indireta","transferencia",7,0.714
"lei_42","article","processos","tecnologicos",5,0.714
"lei_42","article","tecnologia","desenvolvimento",11,0.713
"lei_42","article","desenvolvimento","projeto",8,0.713
"lei_42","article","desenvolvimento","tecnologicos",7,0.707
"lei_42","article","direta","empresa",6,0.707
"lei_42","article","indireta","empresa",6,0.707
"lei_42","article","inovacao","direta",10,0.7
"lei_42","article","tecnologia","direta",10,0.7
"lei_42","article","inovacao","indireta",10,0.7
"lei_42","article","tecnologia","indireta",10,0.7
"lei_42","article","desenvolvimento","direta",9,0.694
"lei_42","article","desenvolvimento","indireta",9,0.694
"lei_42","article","inovacao","atividades",8,0.686
"lei_42","article","tecnologia","atividades",8,0.686
"lei_42","article","tecnologia","transferencia",8,0.686
"lei_42","article","desenvolvimento","tecnologica",8,0.676
"lei_42","article","conselho","curitiba",4,0.676
"lei_42","article","atividades","estimulo",5,0.668
"lei_42","article","transferencia","estimulo",5,0.668
"lei_42","article","recursos","processos",5,0.668
"lei_42","article","transferencia","processos",5,0.668
"lei_42","article","atividades","tecnologicos",5,0.668
"lei_42","article","ambientes","apoio",4,0.667
"lei_42","article","ambientes","ecossistema",4,0.667
"lei_42","article","ambientes","empreendedorismo",4,0.667
"lei_42","article","empresa","produtos",4,0.667
"lei_42","article","desenvolvimento","recursos",7,0.661
"lei_42","article","desenvolvimento","transferencia",7,0.661
"lei_42","article","empresas","estimulo",7,0.661
"lei_42","article","empresas","financiamento",7,0.661
"lei_42","article","empresas","meio",7,0.661
"lei_42","article","desenvolvimento","ambientes",6,0.655
"lei_42","article","desenvolvimento","apoio",6,0.655
"lei_42","article","inovacao","projeto",8,0.647
"lei_42","article","tecnologia","projeto",8,0.647
"lei_42","article","tecnologica","apoio",5,0.645
"lei_42","article","tecnologica","ecossistema",5,0.645
"lei_42","article","tecnologica","empreendedorismo",5,0.645
"lei_42","article","inovacao","curitiba",7,0.642
"lei_42","article","inovacao","estimulo",7,0.642
"lei_42","article","inovacao","tecnologicos",7,0.642
"lei_42","article","tecnologia","tecnologicos",7,0.642
"lei_42","article","projeto","tecnologicos",5,0.63
"lei_42","article","atividades","recursos",5,0.625
"lei_42","article","empresas","atividades",7,0.619
"lei_43","article","ambiente","experimental",3,1
"lei_43","article","deve","modelo",3,1
"lei_43","article","atividade","regulamentada",3,1
"lei_43","article","acesso","ainda",2,1
"lei_43","article","acesso","clientes",2,1
"lei_43","article","ainda","clientes",2,1
"lei_43","article","ambito","constitui",2,1
"lei_43","article","ambito","custos",2,1
"lei_43","article","constitui","custos",2,1
"lei_43","article","ambito","empreendedorismo",2,1
"lei_43","article","constitui","empreendedorismo",2,1
"lei_43","article","custos","empreendedorismo",2,1
"lei_43","article","ambito","empresas",2,1
"lei_43","article","constitui","empresas",2,1
"lei_43","article","custos","empresas",2,1
"lei_43","article","empreendedorismo","empresas",2,1
"lei_43","article","bens","financiamento",2,1
"lei_43","article","desenvolvimento","ocio",4,0.894
"lei_43","article","desenvolvimento","sandbox",4,0.894
"lei_43","article","sandbox","atividade",3,0.866
"lei_43","article","ocio","deve",3,0.866
"lei_43","article","curitiba","funcionamento",3,0.866
"lei_43","article","ocio","inovador",3,0.866
"lei_43","article","sandbox","inovador",3,0.866
"lei_43","article","ocio","modelo",3,0.866
"lei_43","article","sandbox","regulamentada",3,0.866
"lei_43","article","atividade","acesso",2,0.816
"lei_43","article","deve","acesso",2,0.816
"lei_43","article","inovador","acesso",2,0.816
"lei_43","article","modelo","acesso",2,0.816
"lei_43","article","regulamentada","acesso",2,0.816
"lei_43","article","atividade","ainda",2,0.816
"lei_43","article","deve","ainda",2,0.816
"lei_43","article","inovador","ainda",2,0.816
"lei_43","article","modelo","ainda",2,0.816
"lei_43","article","regulamentada","ainda",2,0.816
"lei_43","article","funcionamento","ambito",2,0.816
"lei_43","article","inovador","ambito",2,0.816
"lei_43","article","ambiente","bens",2,0.816
"lei_43","article","experimental","bens",2,0.816
"lei_43","article","inovador","bens",2,0.816
"lei_43","article","atividade","clientes",2,0.816
"lei_43","article","deve","clientes",2,0.816
"lei_43","article","inovador","clientes",2,0.816
"lei_43","article","modelo","clientes",2,0.816
"lei_43","article","regulamentada","clientes",2,0.816
"lei_43","article","funcionamento","constitui",2,0.816
"lei_43","article","inovador","constitui",2,0.816
"lei_43","article","funcionamento","custos",2,0.816
"lei_43","article","inovador","custos",2,0.816
"lei_43","article","funcionamento","empreendedorismo",2,0.816
"lei_43","article","inovador","empreendedorismo",2,0.816
"lei_43","article","funcionamento","empresas",2,0.816
"lei_43","article","inovador","empresas",2,0.816
"lei_43","article","ambiente","financiamento",2,0.816
"lei_43","article","experimental","financiamento",2,0.816
"lei_43","article","inovador","financiamento",2,0.816
"lei_43","article","ambiente","gerais",2,0.816
"lei_43","article","experimental","gerais",2,0.816
"lei_43","article","funcionamento","gerais",2,0.816
"lei_43","article","funcionamento","geral",2,0.816
"lei_43","article","desenvolvimento","atividade",3,0.775
"lei_43","article","desenvolvimento","deve",3,0.775
"lei_43","article","desenvolvimento","inovador",3,0.775
"lei_43","article","desenvolvimento","modelo",3,0.775
"lei_43","article","desenvolvimento","regulamentada",3,0.775
"lei_43","article","curitiba","ocio",3,0.75
"lei_43","article","ocio","sandbox",3,0.75
"lei_43","article","ocio","acesso",2,0.707
"lei_43","article","sandbox","acesso",2,0.707
"lei_44","article","econmico","social",7,0.875
"lei_44","article","criativa","economia",9,0.822
"lei_44","article","criativa","empreendedorismo",8,0.77
"lei_44","article","recursos","aplicao",7,0.746
"lei_44","article","tecnologia","criativa",10,0.745
"lei_44","article","desenvolvimento","visando",8,0.74
"lei_44","article","tecnologia","desenvolvimento",10,0.716
"lei_44","article","criativa","empresas",7,0.714
"lei_44","article","cminova","conselho",5,0.714
"lei_44","article","desenvolvimento","economia",8,0.702
"lei_44","article","desenvolvimento","econmico",7,0.686
"lei_44","article","desenvolvimento","social",7,0.686
"lei_44","article","inovacao","municpio",15,0.65
"lei_44","article","desenvolvimento","criativa",8,0.641
"lei_44","article","recursos","financiamento",7,0.636
"lei_44","article","inovacao","tecnologia",13,0.634
"lei_44","article","economia","empreendedorismo",6,0.632
"lei_44","article","economia","visando",6,0.632
"lei_44","article","visando","direta",5,0.63
"lei_44","article","pblicos","social",5,0.625
"lei_44","article","desenvolvimento","atividades",7,0.614
"lei_44","article","inovacao","projeto",12,0.606
"lei_44","article","tecnologia","empreendedorismo",7,0.602
"lei_44","article","inovacao","criativa",11,0.6
"lei_44","article","atividades","economia",6,0.6
"lei_44","article","economia","direta",5,0.598
"lei_44","article","visando","aplicao",5,0.589
"lei_44","article","empreendedorismo","empresas",5,0.589
"lei_44","article","visando","pblicos",5,0.589
"lei_44","article","visando","social",5,0.589
"lei_44","article","desenvolvimento","pblicos",6,0.588
"lei_44","article","tecnologia","ciencia",6,0.586
"lei_44","article","criativa","visando",6,0.577
"lei_44","article","inovacao","desenvolvimento",11,0.577
"lei_44","article","inovacao","fomenta",11,0.577
"lei_44","article","financiamento","finova",6,0.572
"lei_44","article","finova","fundo",6,0.572
"lei_44","article","tecnologia","economia",7,0.572
"lei_44","article","inovacao","empreendedorismo",9,0.567
"lei_44","article","projeto","recursos",7,0.564
"lei_44","article","projeto","financiamento",7,0.564
"lei_44","article","economia","social",5,0.559
"lei_44","article","tecnologia","empresas",6,0.548
"lei_44","article","criativa","direta",5,0.546
"lei_44","article","criativa","ciencia",5,0.546
"lei_44","article","recursos","fundo",6,0.545
"lei_44","article","inovacao","finova",9,0.538
"lei_44","article","inovacao","economia",9,0.538
"lei_44","article","inovacao","empresas",8,0.535
"lei_44","article","inovacao","pblicos",8,0.535
"lei_44","article","aplicao","direta",4,0.535
"lei_44","article","direta","empresas",4,0.535
"lei_44","article","direta","pblicos",4,0.535
"lei_44","article","direta","social",4,0.535
"lei_44","article","municpio","tecnologia",9,0.533
"lei_44","article","fundo","aplicao",5,0.533
"lei_44","article","municpio","criativa",8,0.53
"lei_44","article","atividades","visando",5,0.527
"lei_44","article","fomenta","finova",6,0.526
"lei_44","article","desenvolvimento","direta",5,0.524
"lei_44","article","desenvolvimento","ciencia",5,0.524
"lei_44","article","fomenta","cminova",5,0.524
"lei_44","article","projeto","desenvolvimento",7,0.519
"lei_44","article","tecnologia","visando",6,0.516
"lei_44","article","criativa","interesse",5,0.51
"lei_44","article","criativa","pblicos",5,0.51
"lei_44","article","criativa","social",5,0.51
"lei_44","article","visando","ciencia",4,0.504
"lei_44","article","fomenta","fundo",6,0.502
"lei_44","article","inovacao","direta",7,0.5
"lei_45","article","deis","subran",13,1
"lei_45","article","limites","salvaguardas",5,0.913
"lei_45","article","atividade","salvaguardas",5,0.845
"lei_45","article","participante","encerramento",4,0.816
"lei_45","article","acesso","ambito",4,0.8
"lei_45","article","economico","inovacao",4,0.8
"lei_45","article","atividade","limites",5,0.772
"lei_45","article","desenvolvimento","atividade",6,0.756
"lei_45","article","atividade","requisitos",4,0.756
"lei_45","article","concedida","encerramento",3,0.75
"lei_45","article","proposta","requisitos",3,0.75
"lei_45","article","proposta","riscos",3,0.75
"lei_45","article","desenvolvimento","economico",5,0.745
"lei_45","article","desenvolvimento","inovacao",5,0.745
"lei_45","article","desenvolvimento","salvaguardas",5,0.745
"lei_45","article","limites","serem",4,0.73
"lei_45","article","sandbox","desenvolvimento",8,0.713
"lei_45","article","propostas","alise",5,0.68
"lei_45","article","desenvolvimento","limites",5,0.68
"lei_45","article","atividade","acesso",4,0.676
"lei_45","article","salvaguardas","concedida",3,0.671
"lei_45","article","serem","meio",3,0.671
"lei_45","article","salvaguardas","proposta",3,0.671
"lei_45","article","acesso","requisitos",3,0.671
"lei_45","article","salvaguardas","requisitos",3,0.671
"lei_45","article","salvaguardas","riscos",3,0.671
"lei_45","article","desenvolvimento","concedida",4,0.667
"lei_45","article","projeto","meio",4,0.667
"lei_45","article","desenvolvimento","requisitos",4,0.667
"lei_45","article","atividade","participante",4,0.617
"lei_45","article","limites","concedida",3,0.612
"lei_45","article","participante","concedida",3,0.612
"lei_45","article","processo","meio",3,0.612
"lei_45","article","limites","proposta",3,0.612
"lei_45","article","processo","proposta",3,0.612
"lei_45","article","limites","requisitos",3,0.612
"lei_45","article","limites","riscos",3,0.612
"lei_45","article","sandbox","atividade",6,0.606
"lei_45","article","atividades","economico",3,0.6
"lei_45","article","acesso","salvaguardas",3,0.6
"lei_45","article","inovacao","salvaguardas",3,0.6
"lei_45","article","salvaguardas","serem",3,0.6
"lei_45","article","sandbox","serem",5,0.598
"lei_45","article","desenvolvimento","acesso",4,0.596
"lei_45","article","desenvolvimento","ambito",4,0.596
"lei_45","article","desenvolvimento","atividades",4,0.596
"lei_45","article","projeto","atividades",4,0.596
"lei_45","article","projeto","serem",4,0.596
"lei_45","article","sandbox","deis",8,0.593
"lei_45","article","sandbox","subran",8,0.593
"lei_45","article","atividade","concedida",3,0.567
"lei_45","article","atividade","encerramento",3,0.567
"lei_45","article","atividade","proposta",3,0.567
"lei_45","article","atividade","riscos",3,0.567
"lei_45","article","deis","alise",5,0.566
"lei_45","article","subran","alise",5,0.566
"lei_45","article","deis","limites",5,0.566
"lei_45","article","subran","limites",5,0.566
"lei_45","article","deis","riscos",4,0.555
"lei_45","article","subran","riscos",4,0.555
"lei_45","article","deis","propostas",6,0.555
"lei_45","article","subran","propostas",6,0.555
"lei_45","article","limites","acesso",3,0.548
"lei_45","article","participante","atividades",3,0.548
"lei_45","article","participante","economico",3,0.548
"lei_45","article","limites","inovacao",3,0.548
"lei_45","article","participante","inovacao",3,0.548
"lei_45","article","participante","salvaguardas",3,0.548
"lei_45","article","sandbox","limites",5,0.546
"lei_45","article","sandbox","processo",5,0.546
"lei_46","article","creative","programa",6,1
"lei_46","article","alegre","porto",3,1
"lei_46","article","alta","tecnologia",3,1
"lei_46","article","egicos","incentivo",2,1
"lei_46","article","egicos","setores",2,1
"lei_46","article","incentivo","setores",2,1
"lei_46","article","cento","decorrente",2,0.816
"lei_46","article","cento","dois",2,0.816
"lei_46","article","iquota","dois",2,0.816
"lei_46","article","alegre","egicos",2,0.816
"lei_46","article","alta","egicos",2,0.816
"lei_46","article","desenvolvimento","egicos",2,0.816
"lei_46","article","porto","egicos",2,0.816
"lei_46","article","tecnologia","egicos",2,0.816
"lei_46","article","inovacao","gabinete",2,0.816
"lei_46","article","alegre","incentivo",2,0.816
"lei_46","article","alta","incentivo",2,0.816
"lei_46","article","desenvolvimento","incentivo",2,0.816
"lei_46","article","porto","incentivo",2,0.816
"lei_46","article","tecnologia","incentivo",2,0.816
"lei_46","article","iquota","processo",2,0.816
"lei_46","article","alegre","setores",2,0.816
"lei_46","article","alta","setores",2,0.816
"lei_46","article","desenvolvimento","setores",2,0.816
"lei_46","article","porto","setores",2,0.816
"lei_46","article","tecnologia","setores",2,0.816
"lei_46","article","empresas","inovacao",3,0.775
"lei_46","article","creative","alta",3,0.707
"lei_46","article","programa","alta",3,0.707
"lei_46","article","creative","tecnologia",3,0.707
"lei_46","article","programa","tecnologia",3,0.707
"lei_46","article","alegre","alta",2,0.667
"lei_46","article","alegre","desenvolvimento",2,0.667
"lei_46","article","alta","desenvolvimento",2,0.667
"lei_46","article","alta","inovacao",2,0.667
"lei_46","article","desenvolvimento","inovacao",2,0.667
"lei_46","article","cento","iquota",2,0.667
"lei_46","article","alta","porto",2,0.667
"lei_46","article","desenvolvimento","porto",2,0.667
"lei_46","article","alegre","tecnologia",2,0.667
"lei_46","article","desenvolvimento","tecnologia",2,0.667
"lei_46","article","inovacao","tecnologia",2,0.667
"lei_46","article","porto","tecnologia",2,0.667
"lei_46","article","empresas","dois",2,0.632
"lei_46","article","empresas","enquadramento",2,0.632
"lei_46","article","empresas","gabinete",2,0.632
"lei_46","article","empresas","servicos",2,0.632
"lei_46","article","creative","decorrente",2,0.577
"lei_46","article","programa","decorrente",2,0.577
"lei_46","article","creative","egicos",2,0.577
"lei_46","article","programa","egicos",2,0.577
"lei_46","article","creative","incentivo",2,0.577
"lei_46","article","programa","incentivo",2,0.577
"lei_46","article","creative","meio",2,0.577
"lei_46","article","programa","meio",2,0.577
"lei_46","article","creative","novos",2,0.577
"lei_46","article","programa","novos",2,0.577
"lei_46","article","creative","servicos",2,0.577
"lei_46","article","programa","servicos",2,0.577
"lei_46","article","creative","setores",2,0.577
"lei_46","article","programa","setores",2,0.577
"lei_46","article","creative","empresas",3,0.548
"lei_46","article","programa","empresas",3,0.548
"lei_46","article","empresas","alta",2,0.516
"lei_46","article","empresas","cento",2,0.516
"lei_46","article","empresas","desenvolvimento",2,0.516
"lei_46","article","empresas","iquota",2,0.516
"lei_46","article","empresas","tecnologia",2,0.516
"lei_46","article","decorrente","dois",1,0.5
"lei_46","article","decorrente","enquadramento",1,0.5
"lei_47","article","alegre","porto",15,1
"lei_47","article","alegre","programa",14,0.966
"lei_47","article","porto","programa",14,0.966
"lei_47","article","sandbox","programa",14,0.935
"lei_47","article","sandbox","alegre",14,0.904
"lei_47","article","sandbox","porto",14,0.904
"lei_47","article","servicos","desenvolvimento",3,0.866
"lei_47","article","servicos","negocios",3,0.866
"lei_47","article","processos","produtos",3,0.866
"lei_47","article","servicos","produtos",3,0.866
"lei_47","article","acompanhamento","projeto",3,0.775
"lei_47","article","processos","servicos",3,0.75
"lei_47","article","inovacao","ambito",3,0.671
"lei_47","article","desenvolvimento","negocios",2,0.667
"lei_47","article","desenvolvimento","produtos",2,0.667
"lei_47","article","negocios","produtos",2,0.667
"lei_47","article","normas","proposta",2,0.667
"lei_47","article","ambiente","normas",3,0.655
"lei_47","article","programa","ambiente",6,0.606
"lei_47","article","alegre","ambiente",6,0.586
"lei_47","article","porto","ambiente",6,0.586
"lei_47","article","ambito","desenvolvimento",2,0.577
"lei_47","article","processos","desenvolvimento",2,0.577
"lei_47","article","ambito","economica",2,0.577
"lei_47","article","ambito","negocios",2,0.577
"lei_47","article","processos","negocios",2,0.577
"lei_47","article","alise","propostas",2,0.577
"lei_47","article","ciclo","resultados",2,0.577
"lei_47","article","sandbox","ambiente",6,0.567
"lei_47","article","sandbox","inovacao",5,0.559
"lei_47","article","programa","ambito",4,0.535
"lei_47","article","programa","processos",4,0.535
"lei_47","article","programa","servicos",4,0.535
"lei_47","article","alegre","ambito",4,0.516
"lei_47","article","porto","ambito",4,0.516
"lei_47","article","alegre","processos",4,0.516
"lei_47","article","porto","processos",4,0.516
"lei_47","article","alegre","servicos",4,0.516
"lei_47","article","porto","servicos",4,0.516
"lei_47","article","inovacao","desenvolvimento",2,0.516
"lei_47","article","inovacao","normas",2,0.516
"lei_47","article","inovacao","produtos",2,0.516
"lei_47","article","inovacao","projeto",2,0.516
"lei_47","article","ambiente","experimental",3,0.507
"lei_47","article","ambiente","inovacao",3,0.507
"lei_47","article","sandbox","ambito",4,0.5
"lei_47","article","sandbox","processos",4,0.5
"lei_47","article","sandbox","servicos",4,0.5
"lei_47","article","ambito","servicos",2,0.5
"lei_47","article","programa","inovacao",4,0.478
"lei_47","article","interesse","ambientes",2,0.471
"lei_47","article","interesse","apresentar",2,0.471
"lei_47","article","interesse","normas",2,0.471
"lei_47","article","interesse","proposta",2,0.471
"lei_47","article","ambiente","interesse",3,0.463
"lei_47","article","programa","desenvolvimento",3,0.463
"lei_47","article","programa","economica",3,0.463
"lei_47","article","programa","negocios",3,0.463
"lei_47","article","programa","produtos",3,0.463
"lei_47","article","alegre","inovacao",4,0.462
"lei_47","article","porto","inovacao",4,0.462
"lei_47","article","sandbox","acompanhamento",4,0.447
"lei_47","article","alegre","desenvolvimento",3,0.447
"lei_47","article","porto","desenvolvimento",3,0.447
"lei_47","article","alegre","economica",3,0.447
"lei_47","article","porto","economica",3,0.447
"lei_47","article","alegre","negocios",3,0.447
"lei_47","article","porto","negocios",3,0.447
"lei_47","article","alegre","produtos",3,0.447
"lei_47","article","porto","produtos",3,0.447
"lei_48","article","florian","opolis",25,1
"lei_48","article","incentivo","programa",13,0.897
"lei_48","article","desenvolvimento","tecnologia",24,0.751
"lei_48","article","desenvolvimento","economico",20,0.748
"lei_48","article","economico","secretaria",12,0.726
"lei_48","article","fundo","financiamento",12,0.694
"lei_48","article","projeto","recursos",17,0.682
"lei_48","article","tecnologia","economico",17,0.677
"lei_48","article","inovacao","desenvolvimento",28,0.666
"lei_48","article","tecnologia","sustentabilidade",19,0.644
"lei_48","article","desenvolvimento","sustentabilidade",20,0.637
"lei_48","article","florian","prefeitura",10,0.632
"lei_48","article","opolis","prefeitura",10,0.632
"lei_48","article","sustentabilidade","secretaria",12,0.618
"lei_48","article","empresas","arranjos",7,0.614
"lei_48","article","sustentabilidade","economico",15,0.608
"lei_48","article","inovacao","tecnologia",24,0.608
"lei_48","article","tecnologia","secretaria",12,0.608
"lei_48","article","sustentabilidade","plano",13,0.585
"lei_48","article","desenvolvimento","secretaria",12,0.571
"lei_48","article","desenvolvimento","visando",11,0.569
"lei_48","article","inovacao","conselho",16,0.555
"lei_48","article","instituicao","outros",7,0.553
"lei_48","article","conselho","arranjos",7,0.553
"lei_48","article","inovacao","recursos",19,0.549
