"recorte","unidade","termo_a","termo_b","coocorrencias","associacao_ochiai"
"agg_nacional","article","inovacao","tecnologia",1102,0.797
"agg_nacional","article","inovacao","desenvolvimento",944,0.725
"agg_nacional","article","tecnologia","desenvolvimento",904,0.696
"agg_nacional","article","tecnologia","tecnologica",645,0.682
"agg_nacional","article","inovacao","tecnologica",581,0.613
"agg_nacional","article","tecnologia","ciencia",498,0.594
"agg_nacional","article","desenvolvimento","projeto",555,0.579
"agg_nacional","article","inovacao","empresas",544,0.571
"agg_nacional","article","inovacao","projeto",572,0.561
"agg_nacional","article","desenvolvimento","atividades",523,0.558
"agg_nacional","article","tecnologia","empresas",526,0.553
"agg_nacional","article","tecnologica","ciencia",317,0.551
"agg_nacional","article","empresas","tecnologica",355,0.545
"agg_nacional","article","inovacao","ciencia",453,0.539
"agg_nacional","article","desenvolvimento","tecnologico",376,0.536
"agg_nacional","article","tecnologia","tecnologico",399,0.536
"agg_nacional","article","desenvolvimento","tecnologica",473,0.531
"agg_nacional","article","inovacao","atividades",528,0.529
"agg_nacional","article","ciencia","tecnologico",239,0.528
"agg_nacional","article","desenvolvimento","empresas",468,0.523
"agg_nacional","article","servicos","produtos",201,0.521
"agg_nacional","article","tecnologia","atividades",513,0.515
"agg_nacional","article","projeto","financiamento",337,0.51
"agg_nacional","article","recursos","financiamento",308,0.509
"agg_nacional","article","tecnologia","projeto",515,0.506
"agg_nacional","article","desenvolvimento","ciencia",398,0.504
"agg_nacional","article","atividades","tecnologica",341,0.5
"agg_nacional","article","projeto","recursos",343,0.499
"agg_nacional","article","tecnologia","transferencia",383,0.494
"agg_nacional","article","projeto","atividades",360,0.491
"agg_nacional","article","atividades","apoio",277,0.489
"agg_nacional","article","recursos","apoio",259,0.488
"agg_nacional","article","projeto","apoio",280,0.484
"agg_nacional","article","inovacao","recursos",451,0.483
"agg_nacional","article","atividades","recursos",324,0.482
"agg_nacional","article","atividades","empresas",324,0.472
"agg_nacional","article","desenvolvimento","financiamento",398,0.472
"agg_nacional","article","atividades","servicos",285,0.47
"agg_nacional","article","apoio","icts",195,0.466
"agg_nacional","article","empresas","fomento",241,0.465
"agg_nacional","article","tecnologica","instituicao",256,0.461
"agg_nacional","article","tecnologica","tecnologico",233,0.457
"agg_nacional","article","desenvolvimento","recursos",400,0.456
"agg_nacional","article","ciencia","instituicao",224,0.455
"agg_nacional","article","desenvolvimento","servicos",360,0.454
"agg_nacional","article","desenvolvimento","entidades",345,0.454
"agg_nacional","article","inovacao","apoio",357,0.453
"agg_nacional","article","inovacao","instituicao",367,0.452
"agg_nacional","article","empresas","entidades",251,0.451
"agg_nacional","article","empresas","tecnologico",231,0.45
"agg_nacional","article","inovacao","tecnologico",336,0.45
"agg_nacional","article","apoio","fomento",192,0.448
"agg_nacional","article","projeto","empresas",314,0.448
"agg_nacional","article","transferencia","direito",178,0.447
"agg_nacional","article","fomento","icts",178,0.444
"agg_nacional","article","recursos","transferencia",232,0.444
"agg_nacional","article","transferencia","intelectual",167,0.443
"agg_nacional","article","tecnologia","instituicao",358,0.442
"agg_nacional","article","inovacao","fomento",331,0.439
"agg_nacional","article","tecnologia","financiamento",393,0.439
"agg_nacional","article","inovacao","entidades",354,0.438
"agg_nacional","article","tecnologia","entidades",353,0.437
"agg_nacional","article","projeto","execucao",219,0.437
"agg_nacional","article","empresas","financiamento",269,0.436
"agg_nacional","article","atividades","icts",229,0.432
"agg_nacional","article","atividades","instituicao",252,0.431
"agg_nacional","article","tecnologia","servicos",362,0.43
"agg_nacional","article","projeto","tecnologica",298,0.427
"agg_nacional","article","desenvolvimento","instituicao",326,0.427
"agg_nacional","article","empresas","icts",216,0.426
"agg_federal","article","medida","provisoria",102,0.986
"agg_federal","article","pessoa","juridica",92,0.944
"agg_federal","article","contribuicao","cofins",61,0.919
"agg_federal","article","tecnologia","inovacao",50,0.725
"agg_federal","article","provisoria","incluido",61,0.684
"agg_federal","article","medida","incluido",61,0.674
"agg_federal","article","desenvolvimento","inovacao",42,0.662
"agg_federal","article","tecnologia","desenvolvimento",47,0.655
"agg_federal","article","medida","revogado",42,0.558
"agg_federal","article","servicos","bens",27,0.557
"agg_federal","article","receita","venda",31,0.556
"agg_federal","article","provisoria","revogado",41,0.552
"agg_federal","article","cento","venda",27,0.499
"agg_federal","article","receita","cento",30,0.448
"agg_federal","article","incluido","revogado",29,0.447
"agg_federal","article","tecnologia","servicos",28,0.444
"agg_federal","article","pessoa","receita",36,0.436
"agg_federal","article","cofins","venda",23,0.435
"agg_federal","article","juridica","receita",35,0.43
"agg_federal","article","pessoa","venda",28,0.42
"agg_federal","article","bens","venda",19,0.418
"agg_federal","article","servicos","venda",20,0.417
"agg_federal","article","juridica","venda",27,0.411
"agg_federal","article","contribuicao","venda",23,0.407
"agg_federal","article","regulamento","tecnologia",32,0.391
"agg_federal","article","contribuicao","cento",26,0.383
"agg_federal","article","provisoria","receita",32,0.381
"agg_federal","article","pessoa","contribuies",27,0.38
"agg_federal","article","cento","cofins",24,0.378
"agg_federal","article","medida","receita",32,0.376
"agg_federal","article","juridica","contribuies",26,0.372
"agg_federal","article","juridica","servicos",26,0.372
"agg_federal","article","pessoa","bens",25,0.37
"agg_federal","article","vide","vigorar",12,0.368
"agg_federal","article","juridica","contribuicao",30,0.363
"agg_federal","article","pessoa","contribuicao",30,0.358
"agg_federal","article","provisoria","cento",29,0.356
"agg_federal","article","aplica","cofins",20,0.352
"agg_federal","article","pessoa","servicos",25,0.352
"agg_federal","article","medida","cento",29,0.351
"agg_federal","article","pessoa","cento",28,0.349
"agg_federal","article","vide","cofins",23,0.347
"agg_federal","article","contribuicao","aplica",21,0.346
"agg_federal","article","desenvolvimento","servicos",20,0.345
"agg_federal","article","medida","vide",29,0.336
"agg_federal","article","regulamento","desenvolvimento",25,0.332
"agg_federal","article","juridica","bens",22,0.331
"agg_federal","article","aplica","produtos",16,0.331
"agg_federal","article","juridica","cento",26,0.329
"agg_federal","article","juridica","cofins",25,0.324
"agg_federal","article","vide","contribuicao",23,0.324
"agg_federal","article","vide","revogado",20,0.323
"agg_federal","article","receita","contribuies",19,0.32
"agg_federal","article","receita","servicos",19,0.32
"agg_federal","article","regulamento","valor",21,0.32
"agg_federal","article","pessoa","cofins",25,0.319
"agg_federal","article","provisoria","vide",27,0.317
"agg_federal","article","cento","valor",18,0.316
"agg_federal","article","incluido","receita",23,0.314
"agg_federal","article","cento","servicos",18,0.313
"agg_federal","article","juridica","tecnologia",27,0.312
"agg_federal","article","regulamento","receita",24,0.312
"agg_federal","article","aplica","venda",15,0.31
"agg_federal","article","pessoa","tecnologia",27,0.307
"agg_federal","article","regulamento","inovacao",22,0.304
"agg_federal","article","cento","partir",16,0.303
"agg_federal","article","receita","bens",17,0.302
"agg_federal","article","pessoa","valor",21,0.298
"agg_federal","article","incluido","aplica",19,0.298
"agg_federal","article","tecnologia","podero",16,0.294
"agg_estadual","article","intelectual","propriedade",218,0.892
"agg_estadual","article","tecnologia","inovacao",801,0.831
"agg_estadual","article","inovacao","desenvolvimento",652,0.738
"agg_estadual","article","tecnologia","tecnologica",521,0.729
"agg_estadual","article","tecnologia","desenvolvimento",650,0.728
"agg_estadual","article","inovacao","tecnologica",478,0.676
"agg_estadual","article","apoio","fundacao",191,0.633
"agg_estadual","article","desenvolvimento","projeto",393,0.618
"agg_estadual","article","tecnologia","ciencia",380,0.617
"agg_estadual","article","inovacao","empresas",399,0.594
"agg_estadual","article","desenvolvimento","tecnologico",302,0.594
"agg_estadual","article","desenvolvimento","tecnologica",387,0.591
"agg_estadual","article","desenvolvimento","atividades",388,0.582
"agg_estadual","article","tecnologica","empresas",289,0.58
"agg_estadual","article","ciencia","tecnologico",203,0.579
"agg_estadual","article","inovacao","projeto",394,0.575
"agg_estadual","article","tecnologia","tecnologico",316,0.57
"agg_estadual","article","tecnologia","empresas",387,0.57
"agg_estadual","article","tecnologica","ciencia",253,0.56
"agg_estadual","article","inovacao","ciencia",339,0.557
"agg_estadual","article","inovacao","atividades",399,0.555
"agg_estadual","article","desenvolvimento","empresas",343,0.551
"agg_estadual","article","tecnologia","atividades",399,0.549
"agg_estadual","article","projeto","apoio",234,0.548
"agg_estadual","article","recursos","apoio",224,0.545
"agg_estadual","article","desenvolvimento","ciencia",306,0.542
"agg_estadual","article","tecnologia","transferencia",303,0.542
"agg_estadual","article","atividades","tecnologica",289,0.542
"agg_estadual","article","tecnologia","projeto",373,0.538
"agg_estadual","article","atividades","projeto",273,0.528
"agg_estadual","article","projeto","financiamento",236,0.526
"agg_estadual","article","atividades","apoio",235,0.524
"agg_estadual","article","inovacao","estimulo",257,0.51
"agg_estadual","article","projeto","recursos",242,0.51
"agg_estadual","article","recursos","financiamento",218,0.505
"agg_estadual","article","atividades","recursos",251,0.504
"agg_estadual","article","atividades","empresas",255,0.503
"agg_estadual","article","inovacao","recursos",331,0.502
"agg_estadual","article","empresas","fomento",191,0.498
"agg_estadual","article","apoio","icts",177,0.495
"agg_estadual","article","icts","fomento",162,0.495
"agg_estadual","article","desenvolvimento","financiamento",285,0.492
"agg_estadual","article","inovacao","apoio",292,0.492
"agg_estadual","article","inovacao","tecnologico",269,0.49
"agg_estadual","article","projeto","empresas",236,0.488
"agg_estadual","article","ciencia","instituicao",182,0.487
"agg_estadual","article","transferencia","direito",144,0.486
"agg_estadual","article","atividades","servicos",203,0.482
"agg_estadual","article","tecnologia","financiamento",302,0.478
"agg_estadual","article","apoio","fomento",162,0.478
"agg_estadual","article","atividades","icts",207,0.478
"agg_estadual","article","inovacao","instituicao",279,0.477
"agg_estadual","article","empresas","entidades",180,0.476
"agg_estadual","article","atividades","instituicao",210,0.476
"agg_estadual","article","empresas","tecnologico",183,0.473
"agg_estadual","article","projeto","icts",195,0.472
"agg_estadual","article","tecnologia","instituicao",279,0.472
"agg_estadual","article","desenvolvimento","instituicao",255,0.47
"agg_estadual","article","apoio","instituicao",171,0.469
"agg_estadual","article","tecnologica","instituicao",203,0.468
"agg_estadual","article","desenvolvimento","entidades",232,0.466
"agg_estadual","article","empresas","financiamento",205,0.466
"agg_estadual","article","desenvolvimento","recursos",284,0.465
"agg_estadual","article","tecnologica","projeto",236,0.464
"agg_estadual","article","projeto","tecnologico",182,0.461
"agg_estadual","article","tecnologica","tecnologico",187,0.46
"agg_estadual","article","projeto","execucao",162,0.459
"agg_estadual","article","empresas","recursos",212,0.456
"agg_estadual","article","recursos","entidades",169,0.455
"agg_estadual","article","recursos","execucao",154,0.453
"agg_municipal","article","inovacao","tecnologia",251,0.702
"agg_municipal","article","inovacao","desenvolvimento",250,0.687
"agg_municipal","article","desenvolvimento","tecnologia",207,0.625
"agg_municipal","article","tecnologia","tecnologica",124,0.618
"agg_municipal","article","servicos","produtos",64,0.585
"agg_municipal","article","ciencia","empreendedorismo",57,0.579
"agg_municipal","article","tecnologica","ciencia",64,0.578
"agg_municipal","article","financiamento","recursos",80,0.558
"agg_municipal","article","tecnologia","ciencia",98,0.546
"agg_municipal","article","tecnologia","empresas",113,0.519
"agg_municipal","article","inovacao","projeto",153,0.517
"agg_municipal","article","desenvolvimento","atividades",113,0.508
"agg_municipal","article","projeto","financiamento",91,0.501
"agg_municipal","article","projeto","recursos",88,0.5
"agg_municipal","article","desenvolvimento","servicos",110,0.499
"agg_municipal","article","tecnologia","tecnologico",83,0.496
"agg_municipal","article","inovacao","empresas",118,0.493
"agg_municipal","article","desenvolvimento","projeto",135,0.492
"agg_municipal","article","empresas","tecnologica",66,0.491
"agg_municipal","article","recursos","transferencia",54,0.486
"agg_municipal","article","inovacao","ciencia",95,0.482
"agg_municipal","article","atividades","servicos",68,0.467
"agg_municipal","article","inovacao","tecnologica",103,0.467
"agg_municipal","article","desenvolvimento","empresas",102,0.46
"agg_municipal","article","programa","sandbox",42,0.457
"agg_municipal","article","inovacao","atividades",108,0.449
"agg_municipal","article","desenvolvimento","financiamento",100,0.448
"agg_municipal","article","tecnologica","instituicao",53,0.446
"agg_municipal","article","tecnologica","tecnologico",46,0.445
"agg_municipal","article","desenvolvimento","recursos",96,0.444
"agg_municipal","article","tecnologia","entidades",97,0.438
"agg_municipal","article","desenvolvimento","meio",95,0.437
"agg_municipal","article","tecnologia","empreendedorismo",78,0.437
"agg_municipal","article","inovacao","recursos",102,0.436
"agg_municipal","article","desenvolvimento","tecnologico",74,0.435
"agg_municipal","article","tecnologia","servicos",94,0.435
"agg_municipal","article","desenvolvimento","ciencia",79,0.433
"agg_municipal","article","tecnologia","projeto",116,0.431
"agg_municipal","article","empresas","tecnologico",48,0.428
"agg_municipal","article","atividades","recursos",61,0.427
"agg_municipal","article","inovacao","conselho",75,0.426
"agg_municipal","article","desenvolvimento","entidades",96,0.426
"agg_municipal","article","inovacao","servicos",101,0.425
"agg_municipal","article","desenvolvimento","tecnologica",86,0.421
"agg_municipal","article","empresas","servicos",61,0.421
"agg_municipal","article","projeto","atividades",76,0.42
"agg_municipal","article","financiamento","transferencia",48,0.418
"agg_municipal","article","inovacao","empreendedorismo",82,0.418
"agg_municipal","article","tecnologica","empreendedorismo",46,0.417
"agg_municipal","article","inovacao","instituicao",88,0.416
"agg_municipal","article","inovacao","financiamento",100,0.415
"agg_municipal","article","projeto","execucao",57,0.414
"agg_municipal","article","empresas","instituicao",53,0.411
"agg_municipal","article","tecnologia","instituicao",79,0.41
"agg_municipal","article","desenvolvimento","empreendedorismo",74,0.407
"agg_municipal","article","entidades","empresas",60,0.404
"agg_municipal","article","tecnologia","atividades",88,0.403
"agg_municipal","article","financiamento","entidades",60,0.401
"agg_municipal","article","inovacao","fomento",71,0.4
"agg_municipal","article","servicos","tecnologica",53,0.397
"agg_municipal","article","instituicao","ciencia",42,0.395
"agg_municipal","article","inovacao","entidades",96,0.394
"agg_municipal","article","ciencia","tecnologico",36,0.39
"agg_municipal","article","tecnologia","meio",83,0.389
"agg_municipal","article","empresas","atividades",57,0.389
"agg_municipal","article","servicos","empreendedorismo",46,0.387
"agg_municipal","article","servicos","ciencia",46,0.385
"agg_municipal","article","entidades","meio",56,0.385
"agg_municipal","article","atividades","tecnologica",52,0.385
"agg_municipal","article","financiamento","empresas",56,0.381
"reg_norte","article","intelectual","propriedade",46,0.903
"reg_norte","article","tecnologia","inovacao",170,0.857
"reg_norte","article","tecnologia","desenvolvimento",147,0.779
"reg_norte","article","inovacao","desenvolvimento",137,0.762
"reg_norte","article","tecnologia","tecnologica",117,0.747
"reg_norte","article","inovacao","tecnologica",105,0.703
"reg_norte","article","tecnologia","ciencia",97,0.676
"reg_norte","article","direito","privado",41,0.674
"reg_norte","article","desenvolvimento","tecnologica",92,0.648
"reg_norte","article","desenvolvimento","projeto",82,0.633
"reg_norte","article","inovacao","ciencia",85,0.621
"reg_norte","article","tecnologica","ciencia",67,0.62
"reg_norte","article","inovacao","empresas",82,0.594
"reg_norte","article","desenvolvimento","atividades",78,0.591
"reg_norte","article","tecnologia","empresas",85,0.586
"reg_norte","article","desenvolvimento","ciencia",76,0.584
"reg_norte","article","ciencia","tecnologico",46,0.582
"reg_norte","article","desenvolvimento","empresas",76,0.578
"reg_norte","article","desenvolvimento","tecnologico",59,0.568
"reg_norte","article","tecnologia","projeto",81,0.567
"reg_norte","article","ciencia","instituicao",52,0.56
"reg_norte","article","financiamento","recursos",45,0.559
"reg_norte","article","tecnologia","atividades",81,0.556
"reg_norte","article","fomento","apoio",33,0.555
"reg_norte","article","atividades","apoio",43,0.554
"reg_norte","article","tecnologia","tecnologico",63,0.55
"reg_norte","article","tecnologia","instituicao",74,0.55
"reg_norte","article","tecnologica","atividades",60,0.547
"reg_norte","article","inovacao","projeto",74,0.544
"reg_norte","article","tecnologica","empresas",59,0.54
"reg_norte","article","tecnologia","direito",68,0.537
"reg_norte","article","atividades","processos",39,0.536
"reg_norte","article","projeto","financiamento",48,0.532
"reg_norte","article","atividades","instituicao",50,0.531
"reg_norte","article","recursos","apoio",36,0.531
"reg_norte","article","atividades","projeto",53,0.53
"reg_norte","article","projeto","apoio",40,0.526
"reg_norte","article","inovacao","atividades",73,0.526
"reg_norte","article","desenvolvimento","instituicao",64,0.525
"reg_norte","article","empresas","processos",38,0.524
"reg_norte","article","apoio","icts",29,0.524
"reg_norte","article","inovacao","instituicao",67,0.522
"reg_norte","article","fomento","icts",29,0.519
"reg_norte","article","ciencia","projeto",51,0.518
"reg_norte","article","empresas","servicos",41,0.514
"reg_norte","article","desenvolvimento","processo",46,0.508
"reg_norte","article","direito","transferencia",35,0.503
"reg_norte","article","atividades","empresas",51,0.502
"reg_norte","article","atividades","privado",35,0.5
"reg_norte","article","atividades","servicos",40,0.499
"reg_norte","article","tecnologia","transferencia",57,0.498
"reg_norte","article","atividades","ciencia",50,0.498
"reg_norte","article","inovacao","estimulo",50,0.495
"reg_norte","article","inovacao","tecnologico",54,0.495
"reg_norte","article","apoio","privado",26,0.489
"reg_norte","article","instituicao","apoio",35,0.489
"reg_norte","article","atividades","fomento",38,0.486
"reg_norte","article","transferencia","intelectual",28,0.485
"reg_norte","article","empresas","projeto",48,0.482
"reg_norte","article","desenvolvimento","processos",45,0.477
"reg_norte","article","projeto","processos",34,0.476
"reg_norte","article","projeto","meio",33,0.476
"reg_norte","article","empresas","fomento",37,0.475
"reg_norte","article","atividades","direito",42,0.474
"reg_norte","article","projeto","direito",41,0.472
"reg_norte","article","tecnologia","estimulo",50,0.472
"reg_norte","article","servicos","processos",27,0.472
"reg_norte","article","ciencia","apoio",36,0.471
"reg_norte","article","empresas","meio",33,0.469
"reg_norte","article","projeto","recursos",41,0.469
"reg_nordeste","article","inovacao","tecnologia",322,0.828
"reg_nordeste","article","inovacao","desenvolvimento",276,0.761
"reg_nordeste","article","tecnologia","desenvolvimento",267,0.736
"reg_nordeste","article","apoio","fundacao",132,0.736
"reg_nordeste","article","tecnologia","tecnologica",208,0.729
"reg_nordeste","article","inovacao","tecnologica",195,0.684
"reg_nordeste","article","tecnologica","empresas",129,0.637
"reg_nordeste","article","desenvolvimento","tecnologico",135,0.625
"reg_nordeste","article","inovacao","empresas",172,0.623
"reg_nordeste","article","desenvolvimento","projeto",170,0.616
"reg_nordeste","article","tecnologia","ciencia",149,0.609
"reg_nordeste","article","inovacao","projeto",180,0.608
"reg_nordeste","article","desenvolvimento","tecnologica",159,0.598
"reg_nordeste","article","ciencia","tecnologico",87,0.597
"reg_nordeste","article","tecnologia","tecnologico",138,0.596
"reg_nordeste","article","projeto","apoio",125,0.595
"reg_nordeste","article","tecnologia","empresas",163,0.59
"reg_nordeste","article","desenvolvimento","atividades",172,0.582
"reg_nordeste","article","tecnologia","transferencia",134,0.574
"reg_nordeste","article","atividades","tecnologica",133,0.573
"reg_nordeste","article","inovacao","atividades",181,0.571
"reg_nordeste","article","tecnologia","atividades",180,0.568
"reg_nordeste","article","tecnologia","projeto",167,0.564
"reg_nordeste","article","recursos","apoio",120,0.564
"reg_nordeste","article","desenvolvimento","empresas",145,0.563
"reg_nordeste","article","inovacao","estimulo",124,0.562
"reg_nordeste","article","inovacao","ciencia",134,0.547
"reg_nordeste","article","inovacao","recursos",164,0.547
"reg_nordeste","article","tecnologica","ciencia",98,0.546
"reg_nordeste","article","recursos","projeto",124,0.544
"reg_nordeste","article","projeto","financiamento",108,0.538
"reg_nordeste","article","desenvolvimento","financiamento",132,0.537
"reg_nordeste","article","atividades","recursos",131,0.537
"reg_nordeste","article","inovacao","apoio",146,0.529
"reg_nordeste","article","tecnologia","financiamento",138,0.523
"reg_nordeste","article","atividades","projeto",126,0.523
"reg_nordeste","article","atividades","icts",114,0.519
"reg_nordeste","article","empresas","fomento",86,0.512
"reg_nordeste","article","projeto","icts",105,0.512
"reg_nordeste","article","desenvolvimento","recursos",143,0.512
"reg_nordeste","article","atividades","apoio",115,0.511
"reg_nordeste","article","inovacao","tecnologico",118,0.509
"reg_nordeste","article","atividades","empresas",114,0.507
"reg_nordeste","article","desenvolvimento","entidades",103,0.503
"reg_nordeste","article","desenvolvimento","ciencia",114,0.5
"reg_nordeste","article","tecnologia","estimulo",110,0.499
"reg_nordeste","article","tecnologia","recursos",149,0.497
"reg_nordeste","article","projeto","estimulo",83,0.495
"reg_nordeste","article","recursos","empresas",105,0.493
"reg_nordeste","article","projeto","tecnologica",107,0.493
"reg_nordeste","article","apoio","instituicao",86,0.493
"reg_nordeste","article","empresas","tecnologico",81,0.493
"reg_nordeste","article","empresas","estimulo",77,0.492
"reg_nordeste","article","apoio","estimulo",77,0.492
"reg_nordeste","article","empresas","entidades",76,0.488
"reg_nordeste","article","recursos","financiamento",99,0.487
"reg_nordeste","article","recursos","execucao",83,0.487
"reg_nordeste","article","inovacao","instituicao",119,0.485
"reg_nordeste","article","tecnologica","estimulo",78,0.483
"reg_nordeste","article","projeto","empresas",101,0.481
"reg_nordeste","article","projeto","fundacao",92,0.479
"reg_nordeste","article","desenvolvimento","intelectual",91,0.479
"reg_nordeste","article","tecnologica","instituicao",86,0.478
"reg_nordeste","article","financiamento","tecnologico",75,0.477
"reg_nordeste","article","empresas","transferencia",79,0.477
"reg_nordeste","article","atividades","instituicao",95,0.475
"reg_nordeste","article","tecnologica","transferencia",81,0.474
"reg_nordeste","article","entidades","direito",52,0.472
"reg_nordeste","article","projeto","tecnologico",83,0.471
"reg_nordeste","article","apoio","icts",90,0.47
"reg_centro_oeste","article","intelectual","propriedade",41,0.913
"reg_centro_oeste","article","inovacao","tecnologia",132,0.831
"reg_centro_oeste","article","inovacao","desenvolvimento",106,0.738
"reg_centro_oeste","article","tecnologia","desenvolvimento",96,0.694
"reg_centro_oeste","article","tecnologia","tecnologica",70,0.676
"reg_centro_oeste","article","desenvolvimento","projeto",61,0.639
"reg_centro_oeste","article","atividades","tecnologica",47,0.628
"reg_centro_oeste","article","desenvolvimento","atividades",61,0.61
"reg_centro_oeste","article","desenvolvimento","tecnologico",49,0.608
"reg_centro_oeste","article","inovacao","tecnologica",65,0.605
"reg_centro_oeste","article","inovacao","projeto",66,0.601
"reg_centro_oeste","article","tecnologia","transferencia",58,0.6
"reg_centro_oeste","article","empresas","tecnologica",43,0.597
"reg_centro_oeste","article","empresas","entidades",41,0.596
"reg_centro_oeste","article","empresas","icts",41,0.591
"reg_centro_oeste","article","inovacao","empresas",65,0.588
"reg_centro_oeste","article","icts","apoio",33,0.585
"reg_centro_oeste","article","projeto","financiamento",39,0.584
"reg_centro_oeste","article","inovacao","atividades",67,0.583
"reg_centro_oeste","article","tecnologia","tecnologico",52,0.583
"reg_centro_oeste","article","desenvolvimento","tecnologica",54,0.577
"reg_centro_oeste","article","tecnologico","ciencia",29,0.575
"reg_centro_oeste","article","financiamento","meio",31,0.573
"reg_centro_oeste","article","icts","fomento",32,0.567
"reg_centro_oeste","article","empresas","fomento",34,0.565
"reg_centro_oeste","article","tecnologia","empresas",60,0.564
"reg_centro_oeste","article","atividades","projeto",43,0.563
"reg_centro_oeste","article","desenvolvimento","ciencia",44,0.562
"reg_centro_oeste","article","entidades","recursos",35,0.556
"reg_centro_oeste","article","tecnologia","ciencia",48,0.554
"reg_centro_oeste","article","atividades","recursos",39,0.554
"reg_centro_oeste","article","projeto","apoio",33,0.552
"reg_centro_oeste","article","tecnologia","atividades",61,0.551
"reg_centro_oeste","article","desenvolvimento","empresas",53,0.551
"reg_centro_oeste","article","tecnologia","projeto",58,0.549
"reg_centro_oeste","article","empresas","tecnologico",34,0.548
"reg_centro_oeste","article","transferencia","direito",26,0.547
"reg_centro_oeste","article","tecnologica","ciencia",32,0.546
"reg_centro_oeste","article","inovacao","entidades",56,0.545
"reg_centro_oeste","article","recursos","apoio",30,0.544
"reg_centro_oeste","article","projeto","execucao",28,0.539
"reg_centro_oeste","article","empresas","financiamento",36,0.536
"reg_centro_oeste","article","icts","recursos",34,0.536
"reg_centro_oeste","article","atividades","servicos",37,0.534
"reg_centro_oeste","article","inovacao","recursos",54,0.534
"reg_centro_oeste","article","desenvolvimento","icts",48,0.533
"reg_centro_oeste","article","projeto","tecnologica",38,0.532
"reg_centro_oeste","article","empresas","projeto",39,0.531
"reg_centro_oeste","article","fomento","apoio",26,0.531
"reg_centro_oeste","article","tecnologica","tecnologico",32,0.53
"reg_centro_oeste","article","desenvolvimento","entidades",47,0.525
"reg_centro_oeste","article","tecnologica","servicos",34,0.525
"reg_centro_oeste","article","inovacao","ciencia",47,0.523
"reg_centro_oeste","article","projeto","icts",36,0.523
"reg_centro_oeste","article","inovacao","icts",54,0.521
"reg_centro_oeste","article","projeto","recursos",35,0.52
"reg_centro_oeste","article","projeto","tecnologico",32,0.519
"reg_centro_oeste","article","inovacao","tecnologico",48,0.518
"reg_centro_oeste","article","tecnologia","financiamento",50,0.518
"reg_centro_oeste","article","desenvolvimento","financiamento",45,0.515
"reg_centro_oeste","article","inovacao","servicos",51,0.513
"reg_centro_oeste","article","entidades","financiamento",32,0.512
"reg_centro_oeste","article","atividades","apoio",32,0.511
"reg_centro_oeste","article","inovacao","estimulo",43,0.51
"reg_centro_oeste","article","inovacao","financiamento",51,0.508
"reg_centro_oeste","article","tecnologica","transferencia",33,0.505
"reg_centro_oeste","article","recursos","transferencia",31,0.504
"reg_centro_oeste","article","tecnologica","instituicao",29,0.5
"reg_centro_oeste","article","atividades","instituicao",31,0.5
"reg_centro_oeste","article","servicos","ciencia",27,0.498
"reg_sudeste","article","intelectual","propriedade",23,0.921
"reg_sudeste","article","tecnologia","inovacao",80,0.804
"reg_sudeste","article","inovacao","tecnologica",54,0.735
"reg_sudeste","article","tecnologia","tecnologica",59,0.726
"reg_sudeste","article","tecnologia","desenvolvimento",60,0.64
"reg_sudeste","article","desenvolvimento","projeto",38,0.62
"reg_sudeste","article","inovacao","desenvolvimento",50,0.589
"reg_sudeste","article","financiamento","recursos",27,0.574
"reg_sudeste","article","tecnologia","ciencia",35,0.556
"reg_sudeste","article","inovacao","atividades",37,0.552
"reg_sudeste","article","projeto","produtos",17,0.541
"reg_sudeste","article","desenvolvimento","atividades",34,0.538
"reg_sudeste","article","apoio","fomento",14,0.524
"reg_sudeste","article","ciencia","tecnologico",16,0.523
"reg_sudeste","article","desenvolvimento","ciencia",28,0.522
"reg_sudeste","article","atividades","empresas",25,0.521
"reg_sudeste","article","financiamento","intelectual",18,0.515
"reg_sudeste","article","atividades","apoio",20,0.508
"reg_sudeste","article","tecnologica","tecnologico",20,0.506
"reg_sudeste","article","desenvolvimento","tecnologico",23,0.504
"reg_sudeste","article","atividades","fomento",17,0.501
"reg_sudeste","article","tecnologia","atividades",37,0.499
"reg_sudeste","article","financiamento","apoio",19,0.498
"reg_sudeste","article","desenvolvimento","empresas",30,0.495
"reg_sudeste","article","tecnologia","empresas",35,0.492
"reg_sudeste","article","atividades","direito",19,0.491
"reg_sudeste","article","financiamento","projeto",23,0.489
"reg_sudeste","article","desenvolvimento","financiamento",30,0.489
"reg_sudeste","article","ciencia","processo",14,0.487
"reg_sudeste","article","tecnologia","tecnologico",26,0.486
"reg_sudeste","article","inovacao","empresas",31,0.482
"reg_sudeste","article","direito","produtos",12,0.478
"reg_sudeste","article","financiamento","propriedade",16,0.476
"reg_sudeste","article","desenvolvimento","tecnologica",33,0.476
"reg_sudeste","article","atividades","projeto",23,0.474
"reg_sudeste","article","inovacao","ciencia",27,0.474
"reg_sudeste","article","processo","empresa",10,0.466
"reg_sudeste","article","desenvolvimento","produtos",19,0.464
"reg_sudeste","article","empresas","tecnologico",16,0.463
"reg_sudeste","article","inovacao","projeto",30,0.461
"reg_sudeste","article","tecnologica","processo",17,0.458
"reg_sudeste","article","tecnologia","processo",23,0.457
"reg_sudeste","article","tecnologica","empresas",24,0.457
"reg_sudeste","article","empresas","produtos",14,0.45
"reg_sudeste","article","intelectual","processo",11,0.45
